timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-06-15T13:25:54,yolo,944f1f33-7aad-4f01-a16e-1fca38968a48,414.7656095027924,0.0106532166136537,0.0256849082218374,0.0,61.461,94.24377965927124,0.0042667088536421,0.0202719722615505,0.0108540651095704,0.0353927462247631,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T13:33:12,yolo,3ee4d79e-f831-46d5-ad6c-c97a633d77d7,433.78078389167786,0.0118782401038536,0.0273830481776709,67.26352286331867,59.513,94.24377965927124,0.0076270233202248,0.0204841567568013,0.0113514116301288,0.0394625917071551,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T13:40:29,yolo,3a5a2484-7377-459d-8f2a-df86642b22f1,433.08546113967896,0.01204119521085,0.0278032773927882,60.4581535242973,61.752,94.24377965927124,0.0078278422836577,0.0208431507692994,0.0113329777472092,0.0400039708001664,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T13:47:31,yolo,8af4dc83-5f3d-4b99-a589-54df2cebd104,417.5048336982727,0.0094018382497495,0.0225191123333056,0.0,65.552,94.24377965927124,0.0,0.0203097642495552,0.0109255787728683,0.0312353430224236,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T13:54:39,yolo,859a7d37-e667-4914-82df-75a00f4235ee,423.9266021251679,0.011466267959675,0.0270477670006883,61.70127893734032,65.941,94.24377965927124,0.0070505824174058,0.0199501873875827,0.0110931436823038,0.0380939134872924,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T14:01:41,yolo,d31140cc-9117-4ac4-b626-aba467320458,417.6100966930389,0.0108889225029546,0.0260743755698954,0.0,65.845,94.24377965927124,0.0040013081707661,0.0212460033281244,0.0109285107700617,0.0361758222689523,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T14:08:47,yolo,287cfa3d-5153-43b2-b0aa-f9fa1a2235ca,420.87762236595154,0.0119694780498555,0.0284393310876673,74.43029296793435,65.758,94.24377965927124,0.0070021914281375,0.0217502262023397,0.0110132901763516,0.0397657078068289,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T14:15:53,yolo,91cab3a8-6303-4074-81e8-010f1420bb21,422.30780601501465,0.0119918753029951,0.0283960540918081,64.6150582019999,66.136,94.24377965927124,0.007029973280363,0.0217596083638697,0.0110505356414655,0.0398401172856983,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T14:22:56,yolo,988a9c89-b4bc-43e1-9c06-7f2acfd27c1e,418.1749739646912,0.009671050923905,0.023126804629685,0.0,66.148,94.24377965927124,0.0010043407126385,0.0201826205773999,0.0109427759986825,0.0321297372887211,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T14:29:51,yolo,56475b38-3033-4c74-ac92-73b5976fe2c1,411.2303359508514,0.0113530816639371,0.027607597668315,61.5018626094092,66.148,94.24377965927124,0.0068792421622782,0.0200769358981786,0.0107617012217264,0.0377178792821832,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
2022-06-15T14:36:50,yolo,f02d242c-9121-46b2-9a18-074700858864,414.1791241168976,0.0113240111267652,0.0273408543970196,0.0,63.075,94.24377965927124,0.0052538144591593,0.0215295154659509,0.0108379694993588,0.0376212994244691,Germany,DEU,land berlin,,,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,3.10.4,32,AMD EPYC 7302P 16-Core Processor,1,1 x Tesla V100S-PCIE-32GB,13.4069,52.5196,251.31674575805664,machine,N
